"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,,,,,,,,,,,
"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation",,,,,,"Rank","Value"
"Adolpho","Bellerby","Male","46","1944-10-25","VP Sales","Financial Services","High Net Worth","N","Yes","13","2763 Buhler Circle","4305","QLD","Australia","4","{""formula"":"""",""result"":1.1}","{""formula"":""Q488*(IF(J488=\""Yes\"",1.25,1))"",""result"":1.375}","{""formula"":""R488*(IF(OR(VALUE(P488)>8,VALUE(D488)>80),1.25,1))"",""result"":1.375}","{""formula"":""S488*(IF(H488=\""Mass Customer\"",0.85,1))"",""result"":1.375}","{""formula"":""RANK(W488,W1:W1002,0)"",""result"":486}","486","0.875"
"Kelsey","Hatt","Female","69","1966-06-27","Senior Sales Associate","Financial Services","High Net Worth","N","No","8","309 Maple Wood Pass","3930","VIC","Australia","6","{""formula"":"""",""result"":0.86}","{""formula"":""Q489*(IF(J489=\""Yes\"",1.25,1))"",""result"":0.86}","{""formula"":""R489*(IF(OR(VALUE(P489)>8,VALUE(D489)>80),1.25,1))"",""result"":0.86}","{""formula"":""S489*(IF(H489=\""Mass Customer\"",0.85,1))"",""result"":0.86}","{""formula"":""RANK(W489,W1:W1002,0)"",""result"":486}","486","0.875"
"Lucien",,"Male","83","1966-09-14",,"Financial Services","High Net Worth","N","Yes","19","777 Fairfield Court","4305","QLD","Australia","3","{""formula"":"""",""result"":0.59}","{""formula"":""Q490*(IF(J490=\""Yes\"",1.25,1))"",""result"":0.7374999999999999}","{""formula"":""R490*(IF(OR(VALUE(P490)>8,VALUE(D490)>80),1.25,1))"",""result"":0.9218749999999999}","{""formula"":""S490*(IF(H490=\""Mass Customer\"",0.85,1))"",""result"":0.9218749999999999}","{""formula"":""RANK(W490,W1:W1002,0)"",""result"":486}","486","0.875"
"Ariel","McCloid","Male","4","1994-03-13","Human Resources Manager","n/a","High Net Worth","N","Yes","6","99 Quincy Parkway","3630","VIC","Australia","1","{""formula"":"""",""result"":0.68}","{""formula"":""Q491*(IF(J491=\""Yes\"",1.25,1))"",""result"":0.8500000000000001}","{""formula"":""R491*(IF(OR(VALUE(P491)>8,VALUE(D491)>80),1.25,1))"",""result"":0.8500000000000001}","{""formula"":""S491*(IF(H491=\""Mass Customer\"",0.85,1))"",""result"":0.8500000000000001}","{""formula"":""RANK(W491,W1:W1002,0)"",""result"":486}","486","0.875"
"Bevvy","Openshaw","Female","68","1975-06-15","Staff Scientist","n/a","Affluent Customer","N","Yes","10","902 Westend Lane","2318","NSW","Australia","3","{""formula"":"""",""result"":0.92}","{""formula"":""Q492*(IF(J492=\""Yes\"",1.25,1))"",""result"":1.15}","{""formula"":""R492*(IF(OR(VALUE(P492)>8,VALUE(D492)>80),1.25,1))"",""result"":1.15}","{""formula"":""S492*(IF(H492=\""Mass Customer\"",0.85,1))"",""result"":1.15}","{""formula"":""RANK(W492,W1:W1002,0)"",""result"":486}","486","0.875"
"Alexina","Mabley","Female","72","1975-10-12","Web Designer IV","Manufacturing","Mass Customer","N","Yes","10","9 Rieder Junction","2573","NSW","Australia","9","{""formula"":"""",""result"":0.85}","{""formula"":""Q493*(IF(J493=\""Yes\"",1.25,1))"",""result"":1.0625}","{""formula"":""R493*(IF(OR(VALUE(P493)>8,VALUE(D493)>80),1.25,1))"",""result"":1.328125}","{""formula"":""S493*(IF(H493=\""Mass Customer\"",0.85,1))"",""result"":1.12890625}","{""formula"":""RANK(W493,W1:W1002,0)"",""result"":486}","486","0.875"
"Dawn","Pyffe","Female","56","1965-05-28","Media Manager III","Retail","Mass Customer","N","No","11","734 Veith Way","3155","VIC","Australia","8","{""formula"":"""",""result"":0.6}","{""formula"":""Q494*(IF(J494=\""Yes\"",1.25,1))"",""result"":0.6}","{""formula"":""R494*(IF(OR(VALUE(P494)>8,VALUE(D494)>80),1.25,1))"",""result"":0.6}","{""formula"":""S494*(IF(H494=\""Mass Customer\"",0.85,1))"",""result"":0.51}","{""formula"":""RANK(W494,W1:W1002,0)"",""result"":492}","492","0.8712499999999999"
"Claudette","Renackowna","Female","55","1996-02-11","Administrative Officer","Manufacturing","Mass Customer","N","No","2","0800 Dahle Alley","2148","NSW","Australia","8","{""formula"":"""",""result"":0.98}","{""formula"":""Q495*(IF(J495=\""Yes\"",1.25,1))"",""result"":0.98}","{""formula"":""R495*(IF(OR(VALUE(P495)>8,VALUE(D495)>80),1.25,1))"",""result"":0.98}","{""formula"":""S495*(IF(H495=\""Mass Customer\"",0.85,1))"",""result"":0.833}","{""formula"":""RANK(W495,W1:W1002,0)"",""result"":492}","492","0.8712499999999999"
"Elianora","Poolton","Female","15","1944-06-14","Programmer II","n/a","Mass Customer","N","Yes","21","5 Macpherson Drive","3134","VIC","Australia","9","{""formula"":"""",""result"":0.84}","{""formula"":""Q496*(IF(J496=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R496*(IF(OR(VALUE(P496)>8,VALUE(D496)>80),1.25,1))"",""result"":1.3125}","{""formula"":""S496*(IF(H496=\""Mass Customer\"",0.85,1))"",""result"":1.115625}","{""formula"":""RANK(W496,W1:W1002,0)"",""result"":494}","494","0.867"
"Park",,"Male","39","1977-11-08","Nurse Practicioner","IT","Affluent Customer","N","No","14","07 Boyd Drive","4350","QLD","Australia","7","{""formula"":"""",""result"":0.59}","{""formula"":""Q497*(IF(J497=\""Yes\"",1.25,1))"",""result"":0.59}","{""formula"":""R497*(IF(OR(VALUE(P497)>8,VALUE(D497)>80),1.25,1))"",""result"":0.59}","{""formula"":""S497*(IF(H497=\""Mass Customer\"",0.85,1))"",""result"":0.59}","{""formula"":""RANK(W497,W1:W1002,0)"",""result"":495}","495","0.86328125"
"Anthony","Lindstrom","Male","86","1997-11-01","Geologist IV","Financial Services","Affluent Customer","N","Yes","10","427 Oak Avenue","2205","NSW","Australia","10","{""formula"":"""",""result"":0.48}","{""formula"":""Q498*(IF(J498=\""Yes\"",1.25,1))"",""result"":0.6}","{""formula"":""R498*(IF(OR(VALUE(P498)>8,VALUE(D498)>80),1.25,1))"",""result"":0.75}","{""formula"":""S498*(IF(H498=\""Mass Customer\"",0.85,1))"",""result"":0.75}","{""formula"":""RANK(W498,W1:W1002,0)"",""result"":495}","495","0.86328125"
"Liane","Poizer","Female","59","1952-05-05","Analyst Programmer","Property","High Net Worth","N","No","13","390 Express Plaza","2076","NSW","Australia","11","{""formula"":"""",""result"":0.89}","{""formula"":""Q499*(IF(J499=\""Yes\"",1.25,1))"",""result"":0.89}","{""formula"":""R499*(IF(OR(VALUE(P499)>8,VALUE(D499)>80),1.25,1))"",""result"":1.1125}","{""formula"":""S499*(IF(H499=\""Mass Customer\"",0.85,1))"",""result"":1.1125}","{""formula"":""RANK(W499,W1:W1002,0)"",""result"":495}","495","0.86328125"
"Romonda","Hallt","Female","69","1960-05-09","Operator","n/a","Affluent Customer","N","No","15","703 Ludington Plaza","2480","NSW","Australia","4","{""formula"":"""",""result"":0.54}","{""formula"":""Q500*(IF(J500=\""Yes\"",1.25,1))"",""result"":0.54}","{""formula"":""R500*(IF(OR(VALUE(P500)>8,VALUE(D500)>80),1.25,1))"",""result"":0.54}","{""formula"":""S500*(IF(H500=\""Mass Customer\"",0.85,1))"",""result"":0.54}","{""formula"":""RANK(W500,W1:W1002,0)"",""result"":498}","498","0.8606250000000001"
"Sula","Thomann","Female","56","1989-03-17","Assistant Manager","n/a","Mass Customer","N","No","6","7 Dayton Circle","2160","NSW","Australia","9","{""formula"":"""",""result"":0.73}","{""formula"":""Q501*(IF(J501=\""Yes\"",1.25,1))"",""result"":0.73}","{""formula"":""R501*(IF(OR(VALUE(P501)>8,VALUE(D501)>80),1.25,1))"",""result"":0.9125}","{""formula"":""S501*(IF(H501=\""Mass Customer\"",0.85,1))"",""result"":0.775625}","{""formula"":""RANK(W501,W1:W1002,0)"",""result"":498}","498","0.8606250000000001"
"Renell","Earley","Female","5","1954-10-21","Compensation Analyst","Financial Services","Mass Customer","N","Yes","11","79 Manufacturers Plaza","4171","QLD","Australia","5","{""formula"":"""",""result"":0.97}","{""formula"":""Q502*(IF(J502=\""Yes\"",1.25,1))"",""result"":1.2125}","{""formula"":""R502*(IF(OR(VALUE(P502)>8,VALUE(D502)>80),1.25,1))"",""result"":1.2125}","{""formula"":""S502*(IF(H502=\""Mass Customer\"",0.85,1))"",""result"":1.030625}","{""formula"":""RANK(W502,W1:W1002,0)"",""result"":500}","500","0.86"
"Cliff","Philipsson","Male","82","1967-02-02","Structural Analysis Engineer","Argiculture","Mass Customer","N","No","16","600 Artisan Drive","3149","VIC","Australia","10","{""formula"":"""",""result"":0.87}","{""formula"":""Q503*(IF(J503=\""Yes\"",1.25,1))"",""result"":0.87}","{""formula"":""R503*(IF(OR(VALUE(P503)>8,VALUE(D503)>80),1.25,1))"",""result"":1.0875}","{""formula"":""S503*(IF(H503=\""Mass Customer\"",0.85,1))"",""result"":0.924375}","{""formula"":""RANK(W503,W1:W1002,0)"",""result"":500}","500","0.86"
"Clevey","Aisthorpe","Male","27","1976-09-20","Software Consultant","n/a","Mass Customer","N","Yes","8","0 Veith Way","2009","NSW","Australia","9","{""formula"":"""",""result"":0.94}","{""formula"":""Q504*(IF(J504=\""Yes\"",1.25,1))"",""result"":1.175}","{""formula"":""R504*(IF(OR(VALUE(P504)>8,VALUE(D504)>80),1.25,1))"",""result"":1.46875}","{""formula"":""S504*(IF(H504=\""Mass Customer\"",0.85,1))"",""result"":1.2484375}","{""formula"":""RANK(W504,W1:W1002,0)"",""result"":502}","502","0.8584999999999999"
"Cariotta",,"Female","10","27260","Assistant Media Planner","Entertainment","Affluent Customer","N","Yes","17","2336 Continental Point","2527","NSW","Australia","7","{""formula"":"""",""result"":1.06}","{""formula"":""Q505*(IF(J505=\""Yes\"",1.25,1))"",""result"":1.325}","{""formula"":""R505*(IF(OR(VALUE(P505)>8,VALUE(D505)>80),1.25,1))"",""result"":1.325}","{""formula"":""S505*(IF(H505=\""Mass Customer\"",0.85,1))"",""result"":1.325}","{""formula"":""RANK(W505,W1:W1002,0)"",""result"":502}","502","0.8584999999999999"
"George","Jose","Male","68","1960-12-19","Payment Adjustment Coordinator","Retail","High Net Worth","N","Yes","20","535 Corben Point","4680","QLD","Australia","4","{""formula"":"""",""result"":0.86}","{""formula"":""Q506*(IF(J506=\""Yes\"",1.25,1))"",""result"":1.075}","{""formula"":""R506*(IF(OR(VALUE(P506)>8,VALUE(D506)>80),1.25,1))"",""result"":1.075}","{""formula"":""S506*(IF(H506=\""Mass Customer\"",0.85,1))"",""result"":1.075}","{""formula"":""RANK(W506,W1:W1002,0)"",""result"":504}","504","0.8500000000000001"
"Kissiah","Foat","Female","30","27648","Graphic Designer","n/a","Mass Customer","N","Yes","19","1690 Forster Place","2281","NSW","Australia","9","{""formula"":"""",""result"":0.78}","{""formula"":""Q507*(IF(J507=\""Yes\"",1.25,1))"",""result"":0.9750000000000001}","{""formula"":""R507*(IF(OR(VALUE(P507)>8,VALUE(D507)>80),1.25,1))"",""result"":1.21875}","{""formula"":""S507*(IF(H507=\""Mass Customer\"",0.85,1))"",""result"":1.0359375}","{""formula"":""RANK(W507,W1:W1002,0)"",""result"":504}","504","0.8500000000000001"
"Milty","Brauninger","Male","13","1945-07-10","Payment Adjustment Coordinator","n/a","High Net Worth","N","No","11","54 6th Trail","2640","NSW","Australia","7","{""formula"":"""",""result"":0.69}","{""formula"":""Q508*(IF(J508=\""Yes\"",1.25,1))"",""result"":0.69}","{""formula"":""R508*(IF(OR(VALUE(P508)>8,VALUE(D508)>80),1.25,1))"",""result"":0.69}","{""formula"":""S508*(IF(H508=\""Mass Customer\"",0.85,1))"",""result"":0.69}","{""formula"":""RANK(W508,W1:W1002,0)"",""result"":504}","504","0.8500000000000001"
"Killian","Nettles","Male","44","1980-09-01","Marketing Assistant","n/a","Affluent Customer","N","No","4","16 Pepper Wood Junction","3803","VIC","Australia","7","{""formula"":"""",""result"":0.97}","{""formula"":""Q509*(IF(J509=\""Yes\"",1.25,1))"",""result"":0.97}","{""formula"":""R509*(IF(OR(VALUE(P509)>8,VALUE(D509)>80),1.25,1))"",""result"":0.97}","{""formula"":""S509*(IF(H509=\""Mass Customer\"",0.85,1))"",""result"":0.97}","{""formula"":""RANK(W509,W1:W1002,0)"",""result"":507}","507","0.85"
"Fredia","Favelle","Female","94","27270","Teacher","n/a","Mass Customer","N","Yes","19","4 Arapahoe Terrace","4014","QLD","Australia","8","{""formula"":"""",""result"":0.57}","{""formula"":""Q510*(IF(J510=\""Yes\"",1.25,1))"",""result"":0.7124999999999999}","{""formula"":""R510*(IF(OR(VALUE(P510)>8,VALUE(D510)>80),1.25,1))"",""result"":0.8906249999999999}","{""formula"":""S510*(IF(H510=\""Mass Customer\"",0.85,1))"",""result"":0.7570312499999999}","{""formula"":""RANK(W510,W1:W1002,0)"",""result"":507}","507","0.85"
"Katleen","Arnoult","Female","6","28088","VP Product Management","Manufacturing","Mass Customer","N","Yes","13","540 Farragut Avenue","2066","NSW","Australia","9","{""formula"":"""",""result"":0.62}","{""formula"":""Q511*(IF(J511=\""Yes\"",1.25,1))"",""result"":0.775}","{""formula"":""R511*(IF(OR(VALUE(P511)>8,VALUE(D511)>80),1.25,1))"",""result"":0.96875}","{""formula"":""S511*(IF(H511=\""Mass Customer\"",0.85,1))"",""result"":0.8234374999999999}","{""formula"":""RANK(W511,W1:W1002,0)"",""result"":507}","507","0.85"
"Gaultiero","Fibbens","Male","41","1980-03-14","Help Desk Technician","n/a","Affluent Customer","N","No","9","938 Bartillon Hill","2035","NSW","Australia","11","{""formula"":"""",""result"":0.58}","{""formula"":""Q512*(IF(J512=\""Yes\"",1.25,1))"",""result"":0.58}","{""formula"":""R512*(IF(OR(VALUE(P512)>8,VALUE(D512)>80),1.25,1))"",""result"":0.725}","{""formula"":""S512*(IF(H512=\""Mass Customer\"",0.85,1))"",""result"":0.725}","{""formula"":""RANK(W512,W1:W1002,0)"",""result"":507}","507","0.85"
"Inglebert","Aspinal","Male","4","1973-10-13","Financial Analyst","Financial Services","Mass Customer","N","No","11","612 Annamark Center","2176","NSW","Australia","8","{""formula"":""RANDBETWEEN(40,110)/100"",""result"":0.46}","{""formula"":""Q513*(IF(J513=\""Yes\"",1.25,1))"",""result"":0.46}","{""formula"":""R513*(IF(OR(VALUE(P513)>8,VALUE(D513)>80),1.25,1))"",""result"":0.46}","{""formula"":""S513*(IF(H513=\""Mass Customer\"",0.85,1))"",""result"":0.391}","{""formula"":""RANK(W513,W1:W1002,0)"",""result"":507}","507","0.85"
"Jammal","Devenny","Male","57","1999-05-14","Marketing Manager","Retail","High Net Worth","N","No","12","18 Sage Plaza","3152","VIC","Australia","9","{""formula"":"""",""result"":0.91}","{""formula"":""Q514*(IF(J514=\""Yes\"",1.25,1))"",""result"":0.91}","{""formula"":""R514*(IF(OR(VALUE(P514)>8,VALUE(D514)>80),1.25,1))"",""result"":1.1375}","{""formula"":""S514*(IF(H514=\""Mass Customer\"",0.85,1))"",""result"":1.1375}","{""formula"":""RANK(W514,W1:W1002,0)"",""result"":507}","507","0.85"
"Adriane","Richardson","Female","81","27829","Data Coordiator","Manufacturing","High Net Worth","N","No","9","4 Randy Street","3070","VIC","Australia","8","{""formula"":"""",""result"":0.55}","{""formula"":""Q515*(IF(J515=\""Yes\"",1.25,1))"",""result"":0.55}","{""formula"":""R515*(IF(OR(VALUE(P515)>8,VALUE(D515)>80),1.25,1))"",""result"":0.6875}","{""formula"":""S515*(IF(H515=\""Mass Customer\"",0.85,1))"",""result"":0.6875}","{""formula"":""RANK(W515,W1:W1002,0)"",""result"":513}","513","0.8415"
"Jodi","Lermit","Female","94","1954-01-30",,"Health","Mass Customer","N","Yes","10","05 Corry Center","4021","QLD","Australia","2","{""formula"":"""",""result"":0.85}","{""formula"":""Q516*(IF(J516=\""Yes\"",1.25,1))"",""result"":1.0625}","{""formula"":""R516*(IF(OR(VALUE(P516)>8,VALUE(D516)>80),1.25,1))"",""result"":1.328125}","{""formula"":""S516*(IF(H516=\""Mass Customer\"",0.85,1))"",""result"":1.12890625}","{""formula"":""RANK(W516,W1:W1002,0)"",""result"":513}","513","0.8415"
"Emelia","Ackwood","Female","72","1988-09-30","Senior Cost Accountant","Financial Services","Mass Customer","N","Yes","10","1 South Street","4183","QLD","Australia","9","{""formula"":"""",""result"":1.04}","{""formula"":""Q517*(IF(J517=\""Yes\"",1.25,1))"",""result"":1.3}","{""formula"":""R517*(IF(OR(VALUE(P517)>8,VALUE(D517)>80),1.25,1))"",""result"":1.625}","{""formula"":""S517*(IF(H517=\""Mass Customer\"",0.85,1))"",""result"":1.38125}","{""formula"":""RANK(W517,W1:W1002,0)"",""result"":515}","515","0.839375"
"Andee","Huke","Female","91","1971-06-28",,"Manufacturing","Mass Customer","N","No","9","4810 Kim Park","3858","VIC","Australia","2","{""formula"":"""",""result"":1.08}","{""formula"":""Q518*(IF(J518=\""Yes\"",1.25,1))"",""result"":1.08}","{""formula"":""R518*(IF(OR(VALUE(P518)>8,VALUE(D518)>80),1.25,1))"",""result"":1.35}","{""formula"":""S518*(IF(H518=\""Mass Customer\"",0.85,1))"",""result"":1.1475}","{""formula"":""RANK(W518,W1:W1002,0)"",""result"":515}","515","0.839375"
"Isa","Fominov","Male","75","2001-06-21","Physical Therapy Assistant","n/a","Mass Customer","N","Yes","5","80388 Ryan Place","2010","NSW","Australia","9","{""formula"":"""",""result"":0.76}","{""formula"":""Q519*(IF(J519=\""Yes\"",1.25,1))"",""result"":0.95}","{""formula"":""R519*(IF(OR(VALUE(P519)>8,VALUE(D519)>80),1.25,1))"",""result"":1.1875}","{""formula"":""S519*(IF(H519=\""Mass Customer\"",0.85,1))"",""result"":1.009375}","{""formula"":""RANK(W519,W1:W1002,0)"",""result"":515}","515","0.839375"
"Zabrina","Margram","Female","87","1964-05-15",,"Manufacturing","High Net Worth","N","Yes","11","1092 Kinsman Parkway","4053","QLD","Australia","8","{""formula"":"""",""result"":0.71}","{""formula"":""Q520*(IF(J520=\""Yes\"",1.25,1))"",""result"":0.8875}","{""formula"":""R520*(IF(OR(VALUE(P520)>8,VALUE(D520)>80),1.25,1))"",""result"":1.109375}","{""formula"":""S520*(IF(H520=\""Mass Customer\"",0.85,1))"",""result"":1.109375}","{""formula"":""RANK(W520,W1:W1002,0)"",""result"":515}","515","0.839375"
"Maddalena","Angood","Female","79","1999-07-28",,"Manufacturing","Affluent Customer","N","No","12","1 Bluejay Court","2320","NSW","Australia","4","{""formula"":"""",""result"":0.86}","{""formula"":""Q521*(IF(J521=\""Yes\"",1.25,1))"",""result"":0.86}","{""formula"":""R521*(IF(OR(VALUE(P521)>8,VALUE(D521)>80),1.25,1))"",""result"":0.86}","{""formula"":""S521*(IF(H521=\""Mass Customer\"",0.85,1))"",""result"":0.86}","{""formula"":""RANK(W521,W1:W1002,0)"",""result"":515}","515","0.839375"
"Sofie","Worsfold","Female","87","1954-10-06","Environmental Tech","Retail","Mass Customer","N","Yes","9","7 Maple Wood Plaza","4125","QLD","Australia","6","{""formula"":"""",""result"":1.1}","{""formula"":""Q522*(IF(J522=\""Yes\"",1.25,1))"",""result"":1.375}","{""formula"":""R522*(IF(OR(VALUE(P522)>8,VALUE(D522)>80),1.25,1))"",""result"":1.71875}","{""formula"":""S522*(IF(H522=\""Mass Customer\"",0.85,1))"",""result"":1.4609375}","{""formula"":""RANK(W522,W1:W1002,0)"",""result"":520}","520","0.8375"
"Elmira","Vasilyev","Female","33","1951-10-14","Senior Quality Engineer","Manufacturing","High Net Worth","N","No","12","12 Eastlawn Terrace","2007","NSW","Australia","9","{""formula"":"""",""result"":0.76}","{""formula"":""Q523*(IF(J523=\""Yes\"",1.25,1))"",""result"":0.76}","{""formula"":""R523*(IF(OR(VALUE(P523)>8,VALUE(D523)>80),1.25,1))"",""result"":0.95}","{""formula"":""S523*(IF(H523=\""Mass Customer\"",0.85,1))"",""result"":0.95}","{""formula"":""RANK(W523,W1:W1002,0)"",""result"":520}","520","0.8375"
"Free","Rowland","Male","42","1956-05-17",,"n/a","Mass Customer","N","Yes","12","24929 Spaight Junction","3796","VIC","Australia","8","{""formula"":"""",""result"":0.58}","{""formula"":""Q524*(IF(J524=\""Yes\"",1.25,1))"",""result"":0.725}","{""formula"":""R524*(IF(OR(VALUE(P524)>8,VALUE(D524)>80),1.25,1))"",""result"":0.725}","{""formula"":""S524*(IF(H524=\""Mass Customer\"",0.85,1))"",""result"":0.61625}","{""formula"":""RANK(W524,W1:W1002,0)"",""result"":520}","520","0.8375"
"Worthington","Cohane","Male","60","1991-01-23","Chief Design Engineer","Entertainment","High Net Worth","N","No","2","846 Daystar Lane","2000","NSW","Australia","12","{""formula"":"""",""result"":0.56}","{""formula"":""Q525*(IF(J525=\""Yes\"",1.25,1))"",""result"":0.56}","{""formula"":""R525*(IF(OR(VALUE(P525)>8,VALUE(D525)>80),1.25,1))"",""result"":0.7000000000000001}","{""formula"":""S525*(IF(H525=\""Mass Customer\"",0.85,1))"",""result"":0.7000000000000001}","{""formula"":""RANK(W525,W1:W1002,0)"",""result"":520}","520","0.8375"
"Bailey","Bereford","Male","44","1950-09-30","Senior Sales Associate","Argiculture","Affluent Customer","N","Yes","11","36 Golf Course Circle","2444","NSW","Australia","6","{""formula"":"""",""result"":0.53}","{""formula"":""Q526*(IF(J526=\""Yes\"",1.25,1))"",""result"":0.6625000000000001}","{""formula"":""R526*(IF(OR(VALUE(P526)>8,VALUE(D526)>80),1.25,1))"",""result"":0.6625000000000001}","{""formula"":""S526*(IF(H526=\""Mass Customer\"",0.85,1))"",""result"":0.6625000000000001}","{""formula"":""RANK(W526,W1:W1002,0)"",""result"":524}","524","0.83671875"
